screenMode,seed,subjCode,breakEvery,useParallel,Question,compLower,filename,hasQuestion,newWord1,newWord2,offsetNoun,onsetDet,onsetNoun,part,relatedness,sentID,speaker,totalLen,trigDet,trigOffsetNoun,unrelOppositeGender,waitForDetOffset,waitForEnd,waitForNounOffset,yesOrNo,trialIndex,expTimer,whichPart,trialIndex,response,isRight,rt
fs,18,09M21,30,yes,,het ontbijt,Nat_28_unrelated,0,,,4.563,4.043,4.214,experiment,unrelated,28,Nat,5.243,12,129,de brunch,0.171,0.68,0.349,nan,174,2438.305364,experiment,173,-99,-99,-99000
fs,18,09M21,30,yes,Komt Zwarte Piet door het raam naar binnen?,de schoorsteen,nonNat_155_related,1,,,5.347,4.37,4.521,experiment,related,155,nonNat,7.517,21,219,het gangpad,0.151,2.17,0.826,0,175,2451.796952,experiment,174,z,1,1146.611064
fs,18,09M21,30,yes,,de film,Nat_157_unrelated,0,,,4.131,3.462,3.632,experiment,unrelated,157,Nat,4.918,12,129,het programma,0.17,0.787,0.499,nan,176,2461.509202,experiment,175,-99,-99,-99000
fs,18,09M21,30,yes,Draait de nieuwe film van die acteur al?,de bioscoop,nonNat_39_related,1,,,2.569,1.918,2.094,experiment,related,39,nonNat,3.12,21,219,het theater,0.176,0.551,0.475,1,177,2471.716144,experiment,176,slash,1,2264.17428
fs,18,09M21,30,yes,,,Nat_321_control,0,week,lessen,1.245,0.587,0.778,experiment,control,321,Nat,4.136,55,155,,0.191,2.891,0.467,nan,178,2480.646879,experiment,177,-99,-99,-99000
fs,18,09M21,30,yes,,,Nat_306_control,0,kast,nachtkastje,0.44,0.016,0.183,experiment,control,306,Nat,5.032,55,155,,0.167,4.592,0.257,nan,179,2490.476274,experiment,178,-99,-99,-99000
fs,21,12F20,30,yes,,de trein,nonNat_143_related,0,,,5.937,5.502,5.657,experiment,related,143,nonNat,6.577,21,219,het fietsje,0.155,0.64,0.28,nan,1,301.1152833,experiment,0,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_326_control,0,koeien,gras,1.987,1.606,1.684,experiment,control,326,Nat,7.568,55,155,,0.078,5.581,0.303,nan,2,313.4988126,experiment,1,-99,-99,-99000
fs,21,12F20,30,yes,Moeten ze vanavond vroeg naar bed?,de wekker,Nat_34_related,1,,,3.665,3.183,3.308,experiment,related,34,Nat,4.584,11,119,het alarm,0.125,0.919,0.357,1,3,326.3626277,experiment,2,slash,1,3454.756484
fs,21,12F20,30,yes,Komt Zwarte Piet door het raam naar binnen?,de schoorsteen,Nat_155_unrelated,1,,,4.52,3.932,4.055,experiment,unrelated,155,Nat,6.385,12,129,het gangpad,0.123,1.865,0.465,0,4,340.378607,experiment,3,z,1,2809.068234
fs,21,12F20,30,yes,,de pot,Nat_122_unrelated,0,,,4.095,3.501,3.641,experiment,unrelated,122,Nat,5.114,12,129,het toilet,0.14,1.019,0.454,nan,5,350.2823412,experiment,4,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_336_control,0,toeristen,land,3.857,2.888,3.308,experiment,control,336,nonNat,6.872,55,155,,0.42,3.015,0.549,nan,6,361.958839,experiment,5,-99,-99,-99000
fs,21,12F20,30,yes,,de naald,nonNat_107_unrelated,0,,,4.251,3.679,3.861,experiment,unrelated,107,nonNat,6.528,22,229,het huis,0.182,2.277,0.39,nan,7,373.2893363,experiment,6,-99,-99,-99000
fs,21,12F20,30,yes,Gaat deze uitdrukking over koeien?,de sloot,nonNat_88_related,1,,,3.453,2.975,3.097,experiment,related,88,nonNat,3.926,21,219,het meer,0.122,0.473,0.356,0,8,385.0013112,experiment,7,z,1,2963.715245
fs,21,12F20,30,yes,,de wolf,nonNat_79_unrelated,0,,,4.894,4.508,4.711,experiment,unrelated,79,nonNat,5.387,22,229,het dier,0.203,0.493,0.183,nan,9,395.1952755,experiment,8,-99,-99,-99000
fs,21,12F20,30,yes,Zijn de jongens hout aan het verzamelen voor het kampvuur vanavond?,het kampvuur,nonNat_26_related,1,,,4.172,3.33,3.556,experiment,related,26,nonNat,4.842,21,219,de tocht,0.226,0.67,0.616,1,10,411.600775,experiment,9,z,0,6735.065
fs,21,12F20,30,yes,Bergt de juwelier de sieraden 's nachts op op een veilige plek?,de kluis,Nat_44_related,1,,,3.142,2.657,2.805,experiment,related,44,Nat,4.223,11,119,het doosje,0.148,1.081,0.337,1,11,424.1686313,experiment,10,slash,1,3507.01188
fs,21,12F20,30,yes,,,Nat_322_control,0,directeur,winstmarge,2.661,1.9,2.007,experiment,control,322,Nat,4.224,55,155,,0.107,1.563,0.654,nan,12,433.2048918,experiment,11,-99,-99,-99000
fs,21,12F20,30,yes,Ging de zin over de maand december?,het jaar,nonNat_75_related,1,,,2.181,1.708,1.875,experiment,related,75,nonNat,4.226,21,219,de winter,0.167,2.045,0.306,1,13,445.4159025,experiment,12,slash,1,3162.484605
fs,21,12F20,30,yes,Was Aafke nog op het schooplein toen de bel ging?,de bel,Nat_67_related,1,,,3.262,2.855,2.991,experiment,related,67,Nat,3.809,11,119,het groepje,0.136,0.547,0.271,1,14,458.7915233,experiment,13,slash,1,4716.430926
fs,21,12F20,30,yes,,de afwas,nonNat_20_unrelated,0,,,3.984,3.182,3.359,experiment,unrelated,20,nonNat,5.025,22,229,het huishouden,0.177,1.041,0.625,nan,15,468.6263905,experiment,14,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_356_control,0,Nederland,psychologie,1.979,1.149,1.344,experiment,control,356,nonNat,4.958,55,155,,0.195,2.979,0.635,nan,16,478.3977658,experiment,15,-99,-99,-99000
fs,21,12F20,30,yes,,het bos,Nat_25_related,0,,,3.746,3.22,3.41,experiment,related,25,Nat,5.116,11,119,de straat,0.19,1.37,0.336,nan,17,488.3112017,experiment,16,-99,-99,-99000
fs,21,12F20,30,yes,Lijkt Sam erg op zijn moeder?,de boom,nonNat_125_related,1,,,5.518,5.013,5.217,experiment,related,125,nonNat,6.767,21,219,het plantje,0.204,1.249,0.301,0,18,502.1264794,experiment,17,z,1,2230.405859
fs,21,12F20,30,yes,,de mouw,Nat_94_unrelated,0,,,4.669,4.12,4.258,experiment,unrelated,94,Nat,7.6,12,129,het vest,0.138,2.931,0.411,nan,19,514.5243124,experiment,18,-99,-99,-99000
fs,21,12F20,30,yes,,het vak,nonNat_142_unrelated,0,,,5.484,4.637,4.728,experiment,unrelated,142,nonNat,7.808,22,229,de lesomgeving,0.091,2.324,0.756,nan,20,527.1228774,experiment,19,-99,-99,-99000
fs,21,12F20,30,yes,Heeft de koning de nieuwe brug geopend?,het lint,nonNat_110_unrelated,1,,,4.724,4.202,4.401,experiment,unrelated,110,nonNat,5.591,22,229,de touwen,0.199,0.867,0.323,0,21,541.5417985,experiment,20,z,1,3990.173229
fs,21,12F20,30,yes,,de dierenarts,Nat_152_related,0,,,2.309,1.635,1.803,experiment,related,152,Nat,2.872,11,119,het asiel,0.168,0.563,0.506,nan,22,549.2077807,experiment,21,-99,-99,-99000
fs,21,12F20,30,yes,Heeft de spreker het over een poster van zijn lievelingsband?,de muur,nonNat_58_unrelated,1,,,4.854,4.117,4.312,experiment,unrelated,58,nonNat,6.351,22,229,het plafond,0.195,1.497,0.542,1,23,564.3576886,experiment,22,slash,1,3978.671083
fs,21,12F20,30,yes,,,Nat_301_control,0,werk,woensdag,1.67,1.249,1.369,experiment,control,301,Nat,4.195,55,155,,0.12,2.525,0.301,nan,24,573.3388297,experiment,23,-99,-99,-99000
fs,21,12F20,30,yes,,de fiets,Nat_4_related,0,,,2.623,2.138,2.273,experiment,related,4,Nat,4.382,11,119,het paard,0.135,1.759,0.35,nan,25,582.5132092,experiment,24,-99,-99,-99000
fs,21,12F20,30,yes,Kwam de trein op tijd aan in Utrecht?,het station,nonNat_136_related,1,,,3.368,2.767,2.877,experiment,related,136,nonNat,3.997,21,219,de noordzijde,0.11,0.629,0.491,0,26,593.3646965,experiment,25,z,1,2026.806929
fs,21,12F20,30,yes,,de krant,Nat_16_related,0,,,2.73,2.217,2.37,experiment,related,16,Nat,4.168,11,119,het nieuws,0.153,1.438,0.36,nan,27,602.3370109,experiment,26,-99,-99,-99000
fs,21,12F20,30,yes,Was de spreker ziek?,de dokter,Nat_13_related,1,,,3.481,3.091,3.231,experiment,related,13,Nat,4.256,11,119,het ziekenhuis,0.14,0.775,0.25,1,28,614.5481803,experiment,27,slash,1,3138.61759
fs,21,12F20,30,yes,Ging de zin over vleesproducten?,de koelkast,nonNat_150_related,1,,,3.425,2.656,2.85,experiment,related,150,nonNat,5.269,21,219,het vriesvak,0.194,1.844,0.575,0,29,626.6361635,experiment,28,z,1,2001.073583
fs,21,12F20,30,yes,,de meterkast,Nat_116_unrelated,0,,,3.795,3.249,3.425,experiment,unrelated,116,Nat,4.349,12,129,het kabinet,0.176,0.554,0.37,nan,30,635.7814471,experiment,29,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_308_control,0,telefoon,bedrijf,3.52,2.694,2.824,experiment,control,308,Nat,4.603,55,155,,0.13,1.083,0.696,nan,31,710.8606105,experiment,30,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_333_control,0,bevolking,parlement,2.984,2.326,2.417,experiment,control,333,nonNat,4.705,55,155,,0.091,1.721,0.567,nan,32,720.3620309,experiment,31,-99,-99,-99000
fs,21,12F20,30,yes,Ging de zanger in een helicopter terug naar het hotel?,het hotel,Nat_93_related,1,,,3.433,2.91,3.041,experiment,related,93,Nat,4.192,11,119,de zaal,0.131,0.759,0.392,0,33,732.5537068,experiment,32,z,1,3167.679915
fs,21,12F20,30,yes,Gaat de spreker in de zomer graag zwemmen?,het zwembad,nonNat_6_unrelated,1,,,4.325,3.588,3.774,experiment,unrelated,6,nonNat,5.272,22,229,de badkuip,0.186,0.947,0.551,1,34,746.8730251,experiment,33,slash,1,4212.690801
fs,21,12F20,30,yes,,,Nat_319_control,0,kabinet,toeristen,1.984,1.188,1.291,experiment,control,319,Nat,4.486,55,155,,0.103,2.502,0.693,nan,35,756.1435803,experiment,34,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_337_control,0,film,personages,5.353,4.52,4.735,experiment,control,337,nonNat,8.055,55,155,,0.215,2.702,0.618,nan,36,768.9950774,experiment,35,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_304_control,0,vakken,studie,1.051,0.428,0.515,experiment,control,304,Nat,4.264,55,155,,0.087,3.213,0.536,nan,37,778.0494987,experiment,36,-99,-99,-99000
fs,21,12F20,30,yes,,het casino,Nat_66_related,0,,,2.477,1.821,1.961,experiment,related,66,Nat,4.114,11,119,de bar,0.14,1.637,0.516,nan,38,786.9489081,experiment,37,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_318_control,0,onderzoek,invloed,4.884,4.173,4.326,experiment,control,318,Nat,4.896,55,155,,0.153,0.012,0.558,nan,39,796.6472694,experiment,38,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_306_control,0,kast,nachtkastje,0.44,0.016,0.183,experiment,control,306,Nat,5.032,55,155,,0.167,4.592,0.257,nan,40,806.4687165,experiment,39,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_332_control,0,invoering,restaurants,2.113,1.234,1.421,experiment,control,332,nonNat,6.836,55,155,,0.187,4.723,0.692,nan,41,818.0912338,experiment,40,-99,-99,-99000
fs,21,12F20,30,yes,Ging de zin een lastdier dat in de woestijn leeft?,de kameel,nonNat_85_related,1,,,3.998,3.415,3.563,experiment,related,85,nonNat,5.028,21,219,het trekpaard,0.148,1.03,0.435,1,42,831.2315326,experiment,41,slash,1,3257.757977
fs,21,12F20,30,yes,,,Nat_309_control,0,kinderen,bed,4.494,3.941,4.075,experiment,control,309,Nat,5.998,55,155,,0.134,1.504,0.419,nan,43,842.0162042,experiment,42,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_312_control,0,landen,vakantie,2.688,2.182,2.31,experiment,control,312,Nat,5.376,55,155,,0.128,2.688,0.378,nan,44,852.2146094,experiment,43,-99,-99,-99000
fs,21,12F20,30,yes,Zijn Jim en Roos vegetarisch?,het restaurant,Nat_124_related,1,,,4.056,3.465,3.588,experiment,related,124,Nat,5.158,11,119,de bistro,0.123,1.102,0.468,0,45,863.4786375,experiment,44,z,1,1289.571748
fs,21,12F20,30,yes,Is het hip om geld in een sok te bewaren?,de bank,nonNat_148_unrelated,1,,,4.654,4.154,4.273,experiment,unrelated,148,nonNat,5.049,22,229,het matras,0.119,0.395,0.381,0,46,875.4459147,experiment,45,z,1,2102.70604
fs,21,12F20,30,yes,,,Nat_317_control,0,celstraf,raketwerper,0.614,0.01,0.071,experiment,control,317,Nat,5.224,55,155,,0.061,4.61,0.543,nan,47,885.462043,experiment,46,-99,-99,-99000
fs,21,12F20,30,yes,,het antwoord,Nat_23_related,0,,,2.824,2.296,2.426,experiment,related,23,Nat,3.727,11,119,de reactie,0.13,0.903,0.398,nan,48,893.9824209,experiment,47,-99,-99,-99000
fs,21,12F20,30,yes,Was de portemonnee van Martijn gestolen?,de politie,Nat_42_related,1,,,4.126,3.502,3.69,experiment,related,42,Nat,5.221,11,119,het politiebureau,0.188,1.095,0.436,1,49,907.5416468,experiment,48,slash,1,3522.581638
fs,21,12F20,30,yes,,,nonNat_348_control,0,aanwijzingen,gelukkiger,2.715,1.777,2.02,experiment,control,348,nonNat,5.731,55,155,,0.243,3.016,0.695,nan,50,918.0634322,experiment,49,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_352_control,0,Olympische Spelen,Rio de Janeiro,3.109,1.455,1.959,experiment,control,352,nonNat,5.796,55,155,,0.504,2.687,1.15,nan,51,928.6470069,experiment,50,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_302_control,0,leraren,vakantie,4.913,4.321,4.623,experiment,control,302,Nat,5.546,55,155,,0.302,0.633,0.29,nan,52,938.9842965,experiment,51,-99,-99,-99000
fs,21,12F20,30,yes,,de post,Nat_11_unrelated,0,,,4.963,4.075,4.258,experiment,unrelated,11,Nat,5.853,12,129,het postbedrijf,0.183,0.89,0.705,nan,53,949.6807554,experiment,52,-99,-99,-99000
fs,21,12F20,30,yes,Werd de spreker gelijk geholpen bij de dokter?,de wachtkamer,Nat_133_related,1,,,2.736,2.115,2.244,experiment,related,133,Nat,4.538,11,119,het halletje,0.129,1.802,0.492,0,54,961.1245668,experiment,53,z,1,2033.403309
fs,21,12F20,30,yes,,,Nat_300_control,0,conferentie,Londen,1.205,0.66,0.783,experiment,control,300,Nat,2.657,55,155,,0.123,1.452,0.422,nan,55,968.5755691,experiment,54,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_353_control,0,baan,landen,2.405,1.92,2.031,experiment,control,353,nonNat,4.397,55,155,,0.111,1.992,0.374,nan,56,977.7629614,experiment,55,-99,-99,-99000
fs,21,12F20,30,yes,,het bord,nonNat_22_unrelated,0,,,4.09,3.096,3.243,experiment,unrelated,22,nonNat,5.114,22,229,de antwoordvellen,0.147,1.024,0.847,nan,57,987.66338,experiment,56,-99,-99,-99000
fs,21,12F20,30,yes,,de schat,Nat_5_unrelated,0,,,3.575,3.03,3.165,experiment,unrelated,5,Nat,4.413,12,129,het pakketje,0.135,0.838,0.41,nan,58,996.8637513,experiment,57,-99,-99,-99000
fs,21,12F20,30,yes,Gaat de zin over een onbekend liedje?,de radio,nonNat_158_unrelated,1,,,2.079,1.661,1.786,experiment,unrelated,158,nonNat,2.895,22,229,het nieuws,0.125,0.816,0.293,0,59,1008.963317,experiment,58,slash,0,4385.342415
fs,21,12F20,30,yes,,de apotheek,nonNat_54_related,0,,,2.925,2.215,2.357,experiment,related,54,nonNat,4.458,21,219,het kruidvat,0.142,1.533,0.568,nan,60,1018.226639,experiment,59,-99,-99,-99000
fs,21,12F20,30,yes,Heeft deze zin iets te maken met hengelsport?,het net,nonNat_89_unrelated,1,,,3.368,2.809,2.902,experiment,unrelated,89,nonNat,4.656,22,229,de sloot,0.093,1.288,0.466,0,61,1089.649459,experiment,60,z,1,1979.292468
fs,21,12F20,30,yes,,,nonNat_340_control,0,salade,pompoen,3.964,3.096,3.307,experiment,control,340,nonNat,6.734,55,155,,0.211,2.77,0.657,nan,62,1101.181142,experiment,61,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_341_control,0,jongens,giletjes,6.264,5.196,5.48,experiment,control,341,nonNat,6.315,55,155,,0.284,0.051,0.784,nan,63,1112.284644,experiment,62,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_324_control,0,hulpverleners,mijn,3.468,2.747,2.823,experiment,control,324,Nat,6.08,55,155,,0.076,2.612,0.645,nan,64,1123.155096,experiment,63,-99,-99,-99000
fs,21,12F20,30,yes,,het ontbijt,nonNat_28_unrelated,0,,,4.548,3.995,4.143,experiment,unrelated,28,nonNat,5.217,22,229,de brunch,0.148,0.669,0.405,nan,65,1133.167557,experiment,64,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_313_control,0,uitkijkpost,Oceaan,3.097,2.55,2.655,experiment,control,313,Nat,6.168,55,155,,0.105,3.071,0.442,nan,66,1144.132994,experiment,65,-99,-99,-99000
fs,21,12F20,30,yes,,de politie,nonNat_147_unrelated,0,,,3.908,3.141,3.359,experiment,unrelated,147,nonNat,6.286,22,229,het bedrijf,0.218,2.378,0.549,nan,67,1155.203473,experiment,66,-99,-99,-99000
fs,21,12F20,30,yes,Waren de bejaarden genteresseerd in schilderijen van Monet?,het museum,Nat_140_related,1,,,4.311,3.663,3.743,experiment,related,140,Nat,5.48,11,119,de broodwinkel,0.08,1.169,0.568,0,68,1167.75192,experiment,67,z,1,2249.447036
fs,21,12F20,30,yes,,,nonNat_357_control,0,jaar,wedstrijden,4.986,4.438,4.704,experiment,control,357,nonNat,5.044,55,155,,0.266,0.058,0.282,nan,69,1177.592384,experiment,68,-99,-99,-99000
fs,21,12F20,30,yes,Heeft de werknemer zijn contract getekend voordat er onderhandeld werd?,het contract,nonNat_111_unrelated,1,,,3.895,3.285,3.508,experiment,unrelated,111,nonNat,5.26,22,229,de brief,0.223,1.365,0.387,0,70,1192.81551,experiment,69,z,1,5136.434347
fs,21,12F20,30,yes,Draait de nieuwe film van die acteur al?,de bioscoop,nonNat_39_unrelated,1,,,2.465,1.918,2.061,experiment,unrelated,39,nonNat,3.041,22,229,het theater,0.143,0.576,0.404,1,71,1203.894826,experiment,70,slash,1,3225.344903
fs,21,12F20,30,yes,Is de student vroeg naar bed gegaan voor zijn tentamen de volgende morgen?,het tentamen,Nat_118_unrelated,1,,,2.121,1.63,1.779,experiment,unrelated,118,Nat,3.37,12,129,de opdracht,0.149,1.249,0.342,0,72,1214.086896,experiment,71,z,1,2011.976115
fs,21,12F20,30,yes,Had het sprookje een goed einde?,het sprookje,nonNat_50_unrelated,1,,,3.798,3.041,3.196,experiment,unrelated,50,nonNat,5.403,22,229,de trilogie,0.155,1.605,0.602,1,73,1226.054432,experiment,72,slash,1,1739.633638
fs,21,12F20,30,yes,,het woordenboek,Nat_62_related,0,,,3.876,3.189,3.328,experiment,related,62,Nat,5.291,11,119,de encyclopedie,0.139,1.415,0.548,nan,74,1236.134909,experiment,73,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_347_control,0,maatstaf,tijdschriften,4.964,4.568,4.702,experiment,control,347,nonNat,5.824,55,155,,0.134,0.86,0.262,nan,75,1246.750338,experiment,74,-99,-99,-99000
fs,21,12F20,30,yes,,de balk,Nat_95_related,0,,,4.217,3.704,3.798,experiment,related,95,Nat,5.141,11,119,het hout,0.094,0.924,0.419,nan,76,1256.689776,experiment,75,-99,-99,-99000
fs,21,12F20,30,yes,Gaat de spreker wel eens op vakantie?,het vliegtuig,nonNat_51_related,1,,,3.367,2.694,2.8,experiment,related,51,nonNat,4.126,21,219,de auto,0.106,0.759,0.567,1,77,1269.037552,experiment,76,slash,1,3410.339927
fs,21,12F20,30,yes,,de economie,Nat_154_unrelated,0,,,3.915,3.451,3.634,experiment,unrelated,154,Nat,4.505,12,129,het geluk,0.183,0.59,0.281,nan,78,1278.330648,experiment,77,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_311_control,0,land,skivakantie,3.946,3.47,3.589,experiment,control,311,Nat,6.002,55,155,,0.119,2.056,0.357,nan,79,1289.261107,experiment,78,-99,-99,-99000
fs,21,12F20,30,yes,,het bestek,Nat_129_unrelated,0,,,5.556,4.963,5.199,experiment,unrelated,129,Nat,7.086,12,129,de lepels,0.236,1.53,0.357,nan,80,1301.134684,experiment,79,-99,-99,-99000
fs,21,12F20,30,yes,Wilden ze zijn afstuderen vieren met champagne?,de champagne,Nat_126_related,1,,,5.031,4.255,4.385,experiment,related,126,Nat,6.875,11,119,het feest,0.13,1.844,0.646,0,81,1315.220469,experiment,80,z,1,2369.672825
fs,21,12F20,30,yes,,,nonNat_335_control,0,vluchtelingenstroom,grenscontroles,3.544,2.192,2.734,experiment,control,335,nonNat,8.077,55,155,,0.542,4.533,0.81,nan,82,1328.088787,experiment,81,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_325_control,0,kinderen,school,0.503,0.005,0.162,experiment,control,325,Nat,5.752,55,155,,0.157,5.249,0.341,nan,83,1338.639206,experiment,82,-99,-99,-99000
fs,21,12F20,30,yes,,de kinderwagen,nonNat_134_related,0,,,3.699,2.85,3.033,experiment,related,134,nonNat,4.633,21,219,het zonnetje,0.183,0.934,0.666,nan,84,1348.081656,experiment,83,-99,-99,-99000
fs,21,12F20,30,yes,Betalen de meeste mensen huur per jaar?,de maand,Nat_92_related,1,,,3.024,2.549,2.686,experiment,related,92,Nat,3.748,11,119,het jaar,0.137,0.724,0.338,0,85,1359.987781,experiment,84,z,1,3336.209803
fs,21,12F20,30,yes,,de badmeester,nonNat_41_unrelated,0,,,3.441,2.635,2.807,experiment,unrelated,41,nonNat,5.176,22,229,het personeel,0.172,1.735,0.634,nan,86,1369.963575,experiment,85,-99,-99,-99000
fs,21,12F20,30,yes,,de bibliotheek,Nat_47_unrelated,0,,,4.365,3.353,3.541,experiment,unrelated,47,Nat,5.09,12,129,het uitleenpunt,0.188,0.725,0.824,nan,87,1379.838967,experiment,86,-99,-99,-99000
fs,21,12F20,30,yes,,het geld,Nat_156_unrelated,0,,,3.709,3.189,3.29,experiment,unrelated,156,Nat,4.128,12,129,de briefjes,0.101,0.419,0.419,nan,88,1388.762374,experiment,87,-99,-99,-99000
fs,21,12F20,30,yes,Heeft Michael nieuwe boxen gekocht voor zijn tv?,het geluid,Nat_69_related,1,,,4.144,3.615,3.756,experiment,related,69,Nat,5.382,11,119,de muziek,0.141,1.238,0.388,1,89,1403.538994,experiment,88,z,0,4572.351496
fs,21,12F20,30,yes,Gingen de dames nog wat drinken?,het cafe,nonNat_68_related,1,,,3.69,3.149,3.316,experiment,related,68,nonNat,5.035,21,219,de lunchroom,0.167,1.345,0.374,1,90,1414.994296,experiment,89,slash,1,1601.155377
fs,21,12F20,30,yes,Verspreidt de koude lucht zich vanuit Rusland?,het land,nonNat_160_related,1,,,4.485,4.103,4.223,experiment,related,160,nonNat,5.048,21,219,de provincies,0.12,0.563,0.262,0,91,1502.648559,experiment,90,z,1,1804.62182
fs,21,12F20,30,yes,,,Nat_329_control,0,instapkaart,print,3.979,3.353,3.487,experiment,control,329,Nat,5.104,55,155,,0.134,1.125,0.492,nan,92,1512.576633,experiment,91,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_358_control,0,jaren,woningnood,2.978,2.391,2.636,experiment,control,358,nonNat,5.016,55,155,,0.245,2.038,0.342,nan,93,1522.510045,experiment,92,-99,-99,-99000
fs,21,12F20,30,yes,,de zon,Nat_121_unrelated,0,,,2.83,2.335,2.523,experiment,unrelated,121,Nat,4.113,12,129,het zand,0.188,1.283,0.307,nan,94,1531.432421,experiment,93,-99,-99,-99000
fs,21,12F20,30,yes,,de kerk,nonNat_98_unrelated,0,,,3.637,2.912,3.073,experiment,unrelated,98,nonNat,4.394,22,229,het kapelletje,0.161,0.757,0.564,nan,95,1540.683787,experiment,94,-99,-99,-99000
fs,21,12F20,30,yes,,de gordijnen,Nat_46_related,0,,,3.85,3.299,3.394,experiment,related,46,Nat,4.315,11,119,het luik,0.095,0.465,0.456,nan,96,1549.792241,experiment,95,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_360_control,0,onvoldoende,Engels,3.656,2.965,3.153,experiment,control,360,nonNat,4.996,55,155,,0.188,1.34,0.503,nan,97,1559.589619,experiment,96,-99,-99,-99000
fs,21,12F20,30,yes,,het slot,nonNat_141_related,0,,,3.127,2.646,2.796,experiment,related,141,nonNat,4.16,21,219,de deur,0.15,1.033,0.331,nan,98,1568.828006,experiment,97,-99,-99,-99000
fs,21,12F20,30,yes,Leest de vader van de spreker graag de krant op werkdagen?,de krant,nonNat_161_unrelated,1,,,2.98,2.322,2.493,experiment,unrelated,161,nonNat,3.783,22,229,het magazine,0.171,0.803,0.487,0,99,1585.166842,experiment,98,slash,0,7726.338558
fs,21,12F20,30,yes,Was het lekker weer om te gaan picknicken?,het eten,Nat_102_unrelated,1,,,3.731,3.218,3.387,experiment,unrelated,102,Nat,4.427,12,129,de pasta,0.169,0.696,0.344,0,100,1596.974455,experiment,99,z,1,2167.566088
fs,21,12F20,30,yes,,het krijt,nonNat_83_unrelated,0,,,4.171,3.554,3.678,experiment,unrelated,83,nonNat,6.099,22,229,de schuld,0.124,1.928,0.493,nan,101,1607.978636,experiment,100,-99,-99,-99000
fs,21,12F20,30,yes,Staan de boeken die de spreker gelezen heeft op de onderste plank in de kast?,de kast,Nat_29_unrelated,1,,,2.477,1.994,2.14,experiment,unrelated,29,Nat,3.201,12,129,het bureau,0.146,0.724,0.337,1,102,1624.549598,experiment,101,slash,1,8552.380108
fs,21,12F20,30,yes,Maken kinderen sneeuwengelen in de winter?,de sneeuw,Nat_30_related,1,,,1.991,1.622,1.679,experiment,related,30,Nat,3.074,11,119,het ijs,0.057,1.083,0.312,1,103,1635.54959,experiment,102,slash,1,3053.904024
fs,21,12F20,30,yes,,het platteland,Nat_149_related,0,,,6.029,5.341,5.503,experiment,related,149,Nat,6.712,11,119,de velden,0.162,0.683,0.526,nan,104,1647.195326,experiment,103,-99,-99,-99000
fs,21,12F20,30,yes,,,Nat_328_control,0,documenten,kwijtraakt,3.277,2.806,2.934,experiment,control,328,Nat,5.552,55,155,,0.128,2.275,0.343,nan,105,1657.533758,experiment,104,-99,-99,-99000
fs,21,12F20,30,yes,Maakte de toneelgroep na afloop van de voorstelling een buiging?,het publiek,Nat_38_unrelated,1,,,4.443,3.995,4.114,experiment,unrelated,38,Nat,4.984,12,129,de mensen,0.119,0.541,0.329,1,106,1670.764978,experiment,105,slash,1,3419.162468
fs,21,12F20,30,yes,,,Nat_314_control,0,leerlingen,huiswerk,7.395,6.658,6.924,experiment,control,314,Nat,7.402,55,155,,0.266,0.007,0.471,nan,107,1682.963799,experiment,106,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_349_control,0,horeca,leeftijdsgrens,0.77,0.065,0.152,experiment,control,349,nonNat,6.469,55,155,,0.087,5.699,0.618,nan,108,1694.219306,experiment,107,-99,-99,-99000
fs,21,12F20,30,yes,,,nonNat_339_control,0,mensen,verstand,2.66,2.062,2.259,experiment,control,339,nonNat,5.492,55,155,,0.197,2.832,0.401,nan,109,1704.499749,experiment,108,-99,-99,-99000
fs,21,12F20,30,yes,,de kapstok,Nat_57_unrelated,0,,,2.492,1.968,2.117,experiment,unrelated,57,Nat,2.957,12,129,het haakje,0.149,0.465,0.375,nan,110,1712.28608,experiment,109,-99,-99,-99000
