       value	     chindex	     chlabel	        bini	     ERPset
       1.672	          32	         CPz	           1	17_withDiff
       0.171	          38	          Fz	           1	17_withDiff
       0.596	          39	          F2	           1	17_withDiff
       0.441	          46	         FC2	           1	17_withDiff
       0.261	          47	         FCz	           1	17_withDiff
       1.013	          48	          Cz	           1	17_withDiff
       0.700	          49	          C2	           1	17_withDiff
       1.046	          56	         CP2	           1	17_withDiff
       0.073	           4	          F1	           2	17_withDiff
       0.131	          11	         FC1	           2	17_withDiff
      -0.035	          12	          C1	           2	17_withDiff
      -0.161	          19	         CP1	           2	17_withDiff
      -0.311	          32	         CPz	           2	17_withDiff
      -0.419	          38	          Fz	           2	17_withDiff
      -0.765	          39	          F2	           2	17_withDiff
      -0.588	          46	         FC2	           2	17_withDiff
      -0.699	          47	         FCz	           2	17_withDiff
      -0.314	          48	          Cz	           2	17_withDiff
      -0.082	          49	          C2	           2	17_withDiff
      -0.475	          56	         CP2	           2	17_withDiff
      -1.580	           4	          F1	           3	17_withDiff
      -1.845	          11	         FC1	           3	17_withDiff
      -1.797	          12	          C1	           3	17_withDiff
      -1.049	          19	         CP1	           3	17_withDiff
      -2.066	          32	         CPz	           3	17_withDiff
      -1.123	          38	          Fz	           3	17_withDiff
      -0.471	          39	          F2	           3	17_withDiff
      -1.359	          46	         FC2	           3	17_withDiff
      -1.457	          47	         FCz	           3	17_withDiff
      -1.735	          48	          Cz	           3	17_withDiff
      -1.648	          49	          C2	           3	17_withDiff
      -1.869	          56	         CP2	           3	17_withDiff
       0.382	           4	          F1	           4	17_withDiff
      -0.315	          11	         FC1	           4	17_withDiff
      -1.068	          12	          C1	           4	17_withDiff
      -1.368	          19	         CP1	           4	17_withDiff
      -1.367	          32	         CPz	           4	17_withDiff
       0.849	          38	          Fz	           4	17_withDiff
       0.901	          39	          F2	           4	17_withDiff
      -0.091	          46	         FC2	           4	17_withDiff
      -0.936	          47	         FCz	           4	17_withDiff
      -0.782	          48	          Cz	           4	17_withDiff
      -0.187	          49	          C2	           4	17_withDiff
      -0.424	          56	         CP2	           4	17_withDiff
       0.487	           4	          F1	           5	17_withDiff
       0.190	          11	         FC1	           5	17_withDiff
       0.181	          12	          C1	           5	17_withDiff
       0.301	          19	         CP1	           5	17_withDiff
       0.020	          32	         CPz	           5	17_withDiff
       0.858	          38	          Fz	           5	17_withDiff
       0.919	          39	          F2	           5	17_withDiff
       0.584	          46	         FC2	           5	17_withDiff
       0.306	          47	         FCz	           5	17_withDiff
      -0.097	          48	          Cz	           5	17_withDiff
       0.513	          49	          C2	           5	17_withDiff
       0.380	          56	         CP2	           5	17_withDiff
       0.569	           4	          F1	           1	18_withDiff
       0.655	          11	         FC1	           1	18_withDiff
      -0.041	          12	          C1	           1	18_withDiff
       0.071	          19	         CP1	           1	18_withDiff
       0.562	          32	         CPz	           1	18_withDiff
       0.506	          38	          Fz	           1	18_withDiff
       0.680	          39	          F2	           1	18_withDiff
       0.189	          46	         FC2	           1	18_withDiff
       0.502	          47	         FCz	           1	18_withDiff
      -0.543	          48	          Cz	           1	18_withDiff
       0.450	          49	          C2	           1	18_withDiff
       0.746	          56	         CP2	           1	18_withDiff
       1.880	           4	          F1	           2	18_withDiff
       1.467	          11	         FC1	           2	18_withDiff
       1.327	          12	          C1	           2	18_withDiff
       1.027	          19	         CP1	           2	18_withDiff
       1.067	          32	         CPz	           2	18_withDiff
       2.334	          38	          Fz	           2	18_withDiff
       2.422	          39	          F2	           2	18_withDiff
       1.701	          46	         FC2	           2	18_withDiff
       1.675	          47	         FCz	           2	18_withDiff
       1.343	          48	          Cz	           2	18_withDiff
       1.376	          49	          C2	           2	18_withDiff
       2.123	          56	         CP2	           2	18_withDiff
       4.095	           4	          F1	           3	18_withDiff
       3.305	          11	         FC1	           3	18_withDiff
       2.425	          12	          C1	           3	18_withDiff
       2.020	          19	         CP1	           3	18_withDiff
       0.427	          32	         CPz	           3	18_withDiff
       4.395	          38	          Fz	           3	18_withDiff
       4.830	          39	          F2	           3	18_withDiff
       3.902	          46	         FC2	           3	18_withDiff
       4.166	          47	         FCz	           3	18_withDiff
       3.115	          48	          Cz	           3	18_withDiff
       3.451	          49	          C2	           3	18_withDiff
       2.396	          56	         CP2	           3	18_withDiff
      -1.217	           4	          F1	           4	18_withDiff
      -1.101	          11	         FC1	           4	18_withDiff
      -0.617	          12	          C1	           4	18_withDiff
      -0.076	          19	         CP1	           4	18_withDiff
      -0.107	          32	         CPz	           4	18_withDiff
      -0.571	          38	          Fz	           4	18_withDiff
      -0.602	          39	          F2	           4	18_withDiff
      -1.260	          46	         FC2	           4	18_withDiff
      -1.406	          47	         FCz	           4	18_withDiff
      -0.880	          48	          Cz	           4	18_withDiff
      -0.177	          49	          C2	           4	18_withDiff
       0.166	          56	         CP2	           4	18_withDiff
       0.252	           4	          F1	           5	18_withDiff
       0.717	          11	         FC1	           5	18_withDiff
       0.573	          12	          C1	           5	18_withDiff
       0.623	          19	         CP1	           5	18_withDiff
       0.836	          32	         CPz	           5	18_withDiff
       0.681	          38	          Fz	           5	18_withDiff
       1.092	          39	          F2	           5	18_withDiff
       1.324	          46	         FC2	           5	18_withDiff
       1.116	          47	         FCz	           5	18_withDiff
       1.084	          48	          Cz	           5	18_withDiff
       1.162	          49	          C2	           5	18_withDiff
       1.131	          56	         CP2	           5	18_withDiff
       1.552	           4	          F1	           1	21_withDiff
       1.588	          11	         FC1	           1	21_withDiff
       1.846	          12	          C1	           1	21_withDiff
       1.041	          19	         CP1	           1	21_withDiff
       1.464	          32	         CPz	           1	21_withDiff
       1.872	          38	          Fz	           1	21_withDiff
       1.920	          39	          F2	           1	21_withDiff
       2.163	          46	         FC2	           1	21_withDiff
       1.958	          47	         FCz	           1	21_withDiff
       1.675	          48	          Cz	           1	21_withDiff
       1.478	          49	          C2	           1	21_withDiff
       1.027	          56	         CP2	           1	21_withDiff
       0.481	           4	          F1	           2	21_withDiff
      -0.155	          11	         FC1	           2	21_withDiff
      -0.265	          12	          C1	           2	21_withDiff
      -0.378	          19	         CP1	           2	21_withDiff
       0.511	          32	         CPz	           2	21_withDiff
       0.064	          38	          Fz	           2	21_withDiff
       0.281	          39	          F2	           2	21_withDiff
       0.396	          46	         FC2	           2	21_withDiff
      -0.099	          47	         FCz	           2	21_withDiff
       0.728	          48	          Cz	           2	21_withDiff
       1.365	          49	          C2	           2	21_withDiff
       1.366	          56	         CP2	           2	21_withDiff
      -1.048	           4	          F1	           3	21_withDiff
      -0.041	          11	         FC1	           3	21_withDiff
      -0.368	          12	          C1	           3	21_withDiff
       0.382	          19	         CP1	           3	21_withDiff
       0.123	          32	         CPz	           3	21_withDiff
       0.006	          38	          Fz	           3	21_withDiff
       0.189	          39	          F2	           3	21_withDiff
       0.442	          46	         FC2	           3	21_withDiff
       0.195	          47	         FCz	           3	21_withDiff
       0.153	          48	          Cz	           3	21_withDiff
       0.209	          49	          C2	           3	21_withDiff
       0.015	          56	         CP2	           3	21_withDiff
       2.507	           4	          F1	           4	21_withDiff
       2.284	          11	         FC1	           4	21_withDiff
       1.431	          12	          C1	           4	21_withDiff
       0.708	          19	         CP1	           4	21_withDiff
       0.507	          32	         CPz	           4	21_withDiff
       2.149	          38	          Fz	           4	21_withDiff
       1.698	          39	          F2	           4	21_withDiff
       1.735	          46	         FC2	           4	21_withDiff
       1.948	          47	         FCz	           4	21_withDiff
       1.231	          48	          Cz	           4	21_withDiff
       0.794	          49	          C2	           4	21_withDiff
       0.015	          56	         CP2	           4	21_withDiff
      -1.399	           4	          F1	           5	21_withDiff
      -1.357	          11	         FC1	           5	21_withDiff
      -0.516	          12	          C1	           5	21_withDiff
       0.074	          19	         CP1	           5	21_withDiff
      -0.221	          32	         CPz	           5	21_withDiff
      -1.345	          38	          Fz	           5	21_withDiff
      -1.072	          39	          F2	           5	21_withDiff
      -1.230	          46	         FC2	           5	21_withDiff
      -1.176	          47	         FCz	           5	21_withDiff
      -0.282	          48	          Cz	           5	21_withDiff
      -0.394	          49	          C2	           5	21_withDiff
      -0.141	          56	         CP2	           5	21_withDiff
      -0.074	           4	          F1	           1	22_withDiff
       0.866	          11	         FC1	           1	22_withDiff
       1.275	          12	          C1	           1	22_withDiff
       1.723	          19	         CP1	           1	22_withDiff
       1.019	          32	         CPz	           1	22_withDiff
       0.135	          38	          Fz	           1	22_withDiff
      -0.063	          39	          F2	           1	22_withDiff
       0.045	          46	         FC2	           1	22_withDiff
       0.577	          47	         FCz	           1	22_withDiff
       1.459	          48	          Cz	           1	22_withDiff
       0.688	          49	          C2	           1	22_withDiff
       0.400	          56	         CP2	           1	22_withDiff
       2.123	           4	          F1	           2	22_withDiff
       2.742	          11	         FC1	           2	22_withDiff
       1.042	          12	          C1	           2	22_withDiff
       0.810	          19	         CP1	           2	22_withDiff
       0.435	          32	         CPz	           2	22_withDiff
       2.512	          38	          Fz	           2	22_withDiff
       2.144	          39	          F2	           2	22_withDiff
       1.587	          46	         FC2	           2	22_withDiff
       2.410	          47	         FCz	           2	22_withDiff
       1.236	          48	          Cz	           2	22_withDiff
       1.443	          49	          C2	           2	22_withDiff
       0.762	          56	         CP2	           2	22_withDiff
       1.924	           4	          F1	           3	22_withDiff
       0.993	          11	         FC1	           3	22_withDiff
       1.532	          12	          C1	           3	22_withDiff
       0.120	          19	         CP1	           3	22_withDiff
       0.236	          32	         CPz	           3	22_withDiff
       0.910	          38	          Fz	           3	22_withDiff
       0.748	          39	          F2	           3	22_withDiff
       0.486	          46	         FC2	           3	22_withDiff
       1.576	          47	         FCz	           3	22_withDiff
       0.124	          48	          Cz	           3	22_withDiff
       0.634	          49	          C2	           3	22_withDiff
       1.116	          56	         CP2	           3	22_withDiff
      -2.713	           4	          F1	           4	22_withDiff
      -0.711	          11	         FC1	           4	22_withDiff
      -0.556	          12	          C1	           4	22_withDiff
      -0.549	          19	         CP1	           4	22_withDiff
       0.509	          32	         CPz	           4	22_withDiff
      -1.131	          38	          Fz	           4	22_withDiff
      -0.616	          39	          F2	           4	22_withDiff
      -0.109	          46	         FC2	           4	22_withDiff
       0.025	          47	         FCz	           4	22_withDiff
       0.543	          48	          Cz	           4	22_withDiff
       0.002	          49	          C2	           4	22_withDiff
       0.456	          56	         CP2	           4	22_withDiff
       1.204	           4	          F1	           5	22_withDiff
       1.304	          11	         FC1	           5	22_withDiff
       0.638	          12	          C1	           5	22_withDiff
       0.358	          19	         CP1	           5	22_withDiff
       0.357	          32	         CPz	           5	22_withDiff
       0.994	          38	          Fz	           5	22_withDiff
       0.844	          39	          F2	           5	22_withDiff
       0.730	          46	         FC2	           5	22_withDiff
       0.821	          47	         FCz	           5	22_withDiff
       0.833	          48	          Cz	           5	22_withDiff
       0.323	          49	          C2	           5	22_withDiff
       0.091	          56	         CP2	           5	22_withDiff
       3.047	           4	          F1	           1	24_withDiff
       4.172	          11	         FC1	           1	24_withDiff
       2.917	          12	          C1	           1	24_withDiff
       1.874	          19	         CP1	           1	24_withDiff
       1.621	          32	         CPz	           1	24_withDiff
       2.946	          38	          Fz	           1	24_withDiff
       3.112	          39	          F2	           1	24_withDiff
       4.056	          46	         FC2	           1	24_withDiff
       3.820	          47	         FCz	           1	24_withDiff
       3.107	          48	          Cz	           1	24_withDiff
       2.478	          49	          C2	           1	24_withDiff
       1.143	          56	         CP2	           1	24_withDiff
      -0.054	           4	          F1	           2	24_withDiff
       0.113	          11	         FC1	           2	24_withDiff
       0.254	          12	          C1	           2	24_withDiff
      -0.413	          19	         CP1	           2	24_withDiff
       0.628	          32	         CPz	           2	24_withDiff
       0.935	          38	          Fz	           2	24_withDiff
       0.885	          39	          F2	           2	24_withDiff
       1.279	          46	         FC2	           2	24_withDiff
       0.547	          47	         FCz	           2	24_withDiff
       0.617	          48	          Cz	           2	24_withDiff
       0.650	          49	          C2	           2	24_withDiff
       0.697	          56	         CP2	           2	24_withDiff
       1.401	           4	          F1	           3	24_withDiff
       1.985	          11	         FC1	           3	24_withDiff
       2.097	          12	          C1	           3	24_withDiff
       2.631	          19	         CP1	           3	24_withDiff
       2.465	          32	         CPz	           3	24_withDiff
       1.119	          38	          Fz	           3	24_withDiff
       1.490	          39	          F2	           3	24_withDiff
       1.700	          46	         FC2	           3	24_withDiff
       2.056	          47	         FCz	           3	24_withDiff
       3.090	          48	          Cz	           3	24_withDiff
       1.729	          49	          C2	           3	24_withDiff
       1.901	          56	         CP2	           3	24_withDiff
       1.516	           4	          F1	           4	24_withDiff
       1.009	          11	         FC1	           4	24_withDiff
       0.642	          12	          C1	           4	24_withDiff
       0.280	          19	         CP1	           4	24_withDiff
       0.658	          32	         CPz	           4	24_withDiff
       0.640	          38	          Fz	           4	24_withDiff
       0.779	          39	          F2	           4	24_withDiff
       0.116	          46	         FC2	           4	24_withDiff
       0.443	          47	         FCz	           4	24_withDiff
       0.617	          48	          Cz	           4	24_withDiff
      -0.144	          49	          C2	           4	24_withDiff
      -1.041	          56	         CP2	           4	24_withDiff
       0.144	           4	          F1	           5	24_withDiff
       0.866	          11	         FC1	           5	24_withDiff
       0.724	          12	          C1	           5	24_withDiff
      -0.187	          19	         CP1	           5	24_withDiff
       0.137	          32	         CPz	           5	24_withDiff
       0.963	          38	          Fz	           5	24_withDiff
       0.442	          39	          F2	           5	24_withDiff
       0.473	          46	         FC2	           5	24_withDiff
       0.625	          47	         FCz	           5	24_withDiff
       0.832	          48	          Cz	           5	24_withDiff
       0.507	          49	          C2	           5	24_withDiff
       0.299	          56	         CP2	           5	24_withDiff
